Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 CON2PX	 CON2PY	 CON2PZ	 
21.3	 217387	 217809	 217809	 -267	 0	 0	 
21.4	 217440	 217777	 217777	 -267	 0	 0	 
21.5	 217440	 217708	 217708	 -267	 0	 0	 
21.6	 217406	 217650	 217650	 -267	 0	 0	 
21.7	 217379	 217650	 217650	 -267	 0	 0	 
21.8	 217391	 217714	 217714	 -267	 0	 0	 
21.9	 217456	 217822	 217822	 -267	 0	 0	 
22	 217554	 217923	 217923	 -267	 0	 0	 
22.1	 217659	 217982	 217982	 -267	 0	 0	 
22.2	 217733	 217982	 217982	 -267	 0	 0	 
22.3	 217751	 217932	 217932	 -267	 0	 0	 
22.4	 217732	 217884	 217884	 -267	 0	 0	 
22.5	 217687	 217871	 217871	 -267	 0	 0	 
22.6	 217662	 217928	 217928	 -267	 0	 0	 
22.7	 217678	 218048	 218048	 -267	 0	 0	 
22.8	 217740	 218199	 218199	 -267	 0	 0	 
22.9	 217835	 218341	 218341	 -267	 0	 0	 
23	 217918	 218428	 218428	 -267	 0	 0	 
23.1	 217978	 218463	 218463	 -267	 0	 0	 
23.2	 217983	 218449	 218449	 -267	 0	 0	 
23.3	 217956	 218433	 218433	 -267	 0	 0	 
23.4	 217922	 218451	 218451	 -267	 0	 0	 
23.5	 217906	 218519	 218519	 -267	 0	 0	 
23.6	 217938	 218636	 218636	 -267	 0	 0	 
23.7	 218015	 218772	 218772	 -267	 0	 0	 
23.8	 218123	 218891	 218891	 -267	 0	 0	 
23.9	 218236	 218966	 218966	 -267	 0	 0	 
24	 218336	 218995	 218995	 -267	 0	 0	 
24.1	 218412	 218994	 218994	 -267	 0	 0	 
24.2	 218479	 218995	 218995	 -267	 0	 0	 
24.3	 218560	 219029	 219029	 -267	 0	 0	 
24.4	 218661	 219096	 219096	 -267	 0	 0	 
24.5	 218804	 219193	 219193	 -267	 0	 0	 
24.6	 218969	 219284	 219284	 -267	 0	 0	 
24.7	 219138	 219340	 219340	 -267	 0	 0	 
24.8	 219291	 219345	 219345	 -267	 0	 0	 
24.9	 219407	 219301	 219301	 -267	 0	 0	 
25	 219490	 219235	 219235	 -267	 0	 0	 
25.1	 219548	 219178	 219178	 -267	 0	 0	 
25.2	 219605	 219159	 219159	 -267	 0	 0	 
25.3	 219677	 219186	 219186	 -267	 0	 0	 
25.4	 219770	 219250	 219250	 -267	 0	 0	 
25.5	 219883	 219327	 219327	 -267	 0	 0	 
25.6	 219995	 219389	 219389	 -267	 0	 0	 
25.7	 220095	 219427	 219427	 -267	 0	 0	 
25.8	 220167	 219444	 219444	 -267	 0	 0	 
25.9	 220211	 219456	 219456	 -267	 0	 0	 
26	 220246	 219498	 219498	 -267	 0	 0	 
26.1	 220270	 219571	 219571	 -267	 0	 0	 
26.2	 220315	 219692	 219692	 -267	 0	 0	 
26.3	 220372	 219834	 219834	 -267	 0	 0	 
26.4	 220434	 219973	 219973	 -267	 0	 0	 
26.5	 220504	 220096	 220096	 -267	 0	 0	 
26.6	 220549	 220179	 220179	 -267	 0	 0	 
26.7	 220574	 220237	 220237	 -267	 0	 0	 
26.8	 220583	 220291	 220291	 -267	 0	 0	 
26.9	 220577	 220351	 220351	 -267	 0	 0	 
27	 220582	 220441	 220441	 -267	 0	 0	 
27.1	 220604	 220555	 220555	 -267	 0	 0	 
27.2	 220645	 220677	 220677	 -267	 0	 0	 
27.3	 220704	 220790	 220790	 -267	 0	 0	 
27.4	 220761	 220870	 220870	 -267	 0	 0	 
27.5	 220813	 220919	 220919	 -267	 0	 0	 
27.6	 220845	 220940	 220940	 -267	 0	 0	 
27.7	 220870	 220955	 220955	 -267	 0	 0	 
27.8	 220891	 220979	 220979	 -267	 0	 0	 
27.9	 220925	 221025	 221025	 -267	 0	 0	 
28	 220982	 221093	 221093	 -267	 0	 0	 
28.1	 221056	 221164	 221164	 -267	 0	 0	 
28.2	 221147	 221225	 221225	 -267	 0	 0	 
28.3	 221244	 221265	 221265	 -267	 0	 0	 
28.4	 221329	 221272	 221272	 -267	 0	 0	 
28.5	 221407	 221263	 221263	 -267	 0	 0	 
28.6	 221478	 221251	 221251	 -267	 0	 0	 
28.7	 221548	 221246	 221246	 -267	 0	 0	 
28.8	 221640	 221267	 221267	 -267	 0	 0	 
28.9	 221750	 221305	 221305	 -267	 0	 0	 
29	 221882	 221353	 221353	 -267	 0	 0	 
29.1	 222034	 221403	 221403	 -267	 0	 0	 
29.2	 222183	 221436	 221436	 -267	 0	 0	 
29.3	 222332	 221464	 221464	 -267	 0	 0	 
29.4	 222469	 221488	 221488	 -267	 0	 0	 
29.5	 222594	 221522	 221522	 -267	 0	 0	 
29.6	 222719	 221583	 221583	 -267	 0	 0	 
29.7	 222831	 221664	 221664	 -267	 0	 0	 
29.8	 222949	 221774	 221774	 -267	 0	 0	 
29.9	 223045	 221884	 221884	 -267	 0	 0	 
30	 223122	 221989	 221989	 -267	 0	 0	 
30.1	 223160	 222076	 222076	 -267	 0	 0	 
30.2	 223149	 222140	 222140	 -267	 0	 0	 
30.3	 223096	 222197	 222197	 -267	 0	 0	 
30.4	 222995	 222249	 222249	 -267	 0	 0	 
30.5	 222870	 222318	 222318	 -267	 0	 0	 
30.6	 222724	 222401	 222401	 -267	 0	 0	 
30.7	 222576	 222499	 222499	 -267	 0	 0	 
30.8	 222435	 222603	 222603	 -267	 0	 0	 
30.9	 222297	 222693	 222693	 -267	 0	 0	 
31	 222179	 222770	 222770	 -267	 0	 0	 
31.1	 222070	 222824	 222824	 -267	 0	 0	 
31.2	 221982	 222862	 222862	 -267	 0	 0	 
31.3	 221923	 222898	 222898	 -267	 0	 0	 
31.4	 221895	 222933	 222933	 -267	 0	 0	 
31.5	 221909	 222975	 222975	 -267	 0	 0	 
31.6	 221963	 223020	 223020	 -267	 0	 0	 
31.7	 222047	 223055	 223055	 -267	 0	 0	 
31.8	 222156	 223079	 223079	 -267	 0	 0	 
31.9	 222266	 223081	 223081	 -267	 0	 0	 
32	 222373	 223066	 223066	 -267	 0	 0	 
32.1	 222471	 223043	 223043	 -267	 0	 0	 
32.2	 222566	 223024	 223024	 -267	 0	 0	 
32.3	 222672	 223017	 223017	 -267	 0	 0	 
32.4	 222797	 223028	 223028	 -267	 0	 0	 
32.5	 222946	 223053	 223053	 -267	 0	 0	 
32.6	 223113	 223086	 223086	 -267	 0	 0	 
32.7	 223285	 223121	 223121	 -267	 0	 0	 
32.8	 223441	 223148	 223148	 -267	 0	 0	 
32.9	 223571	 223170	 223170	 -267	 0	 0	 
33	 223674	 223193	 223193	 -267	 0	 0	 
33.1	 223743	 223218	 223218	 -267	 0	 0	 
33.2	 223803	 223260	 223260	 -267	 0	 0	 
33.3	 223853	 223311	 223311	 -267	 0	 0	 
33.4	 223903	 223375	 223375	 -267	 0	 0	 
33.5	 223948	 223439	 223439	 -267	 0	 0	 
33.6	 223977	 223497	 223497	 -267	 0	 0	 
33.7	 223987	 223545	 223545	 -267	 0	 0	 
33.8	 223973	 223578	 223578	 -267	 0	 0	 
33.9	 223950	 223606	 223606	 -267	 0	 0	 
34	 223930	 223625	 223625	 -267	 0	 0	 
34.1	 223928	 223623	 223623	 -267	 0	 0	 
34.2	 223952	 223613	 223613	 -267	 0	 0	 
34.3	 223995	 223596	 223596	 -267	 0	 0	 
34.4	 224053	 223598	 223598	 -267	 0	 0	 
34.5	 224112	 223626	 223626	 -267	 0	 0	 
34.6	 224170	 223681	 223681	 -267	 0	 0	 
34.7	 224226	 223749	 223749	 -267	 0	 0	 
34.8	 224291	 223815	 223815	 -267	 0	 0	 
34.9	 224373	 223863	 223863	 -267	 0	 0	 
35	 224472	 223891	 223891	 -267	 0	 0	 
35.1	 224509	 223909	 223909	 -267	 0	 0	 
35.2	 224413	 223931	 223931	 -267	 0	 0	 
35.3	 224185	 223969	 223969	 -267	 0	 0	 
35.4	 223907	 224028	 224028	 -267	 0	 0	 
35.5	 223686	 224098	 224098	 -267	 0	 0	 
35.6	 223582	 224168	 224168	 -267	 0	 0	 
35.7	 223610	 224067	 224067	 -267	 0	 0	 
35.8	 223702	 223877	 223877	 -267	 0	 0	 
35.9	 223770	 223732	 223732	 -267	 0	 0	 
36	 223733	 223851	 223851	 -267	 0	 0	 
36.1	 223568	 224191	 224191	 -267	 0	 0	 
36.2	 223322	 224485	 224485	 -267	 0	 0	 
36.3	 223076	 224746	 224746	 -267	 0	 0	 
36.4	 222915	 224823	 224823	 -267	 0	 0	 
36.5	 222872	 224749	 224749	 -267	 0	 0	 
36.6	 222916	 224630	 224630	 -267	 0	 0	 
36.7	 222963	 224518	 224518	 -267	 0	 0	 
36.8	 222925	 224555	 224555	 -267	 0	 0	 
36.9	 222762	 224661	 224661	 -267	 0	 0	 
37	 222504	 224788	 224788	 -267	 0	 0	 
37.1	 222236	 224873	 224873	 -267	 0	 0	 
37.2	 222047	 224845	 224845	 -267	 0	 0	 
37.3	 220338	 224736	 224736	 -267	 0	 0	 
37.4	 219894	 224580	 224580	 -267	 0	 0	 
37.5	 220233	 224458	 224458	 -267	 0	 0	 
37.6	 221428	 224427	 224427	 -267	 0	 0	 
37.7	 222367	 224469	 224469	 -267	 0	 0	 
37.8	 223097	 224565	 224565	 -267	 0	 0	 
37.9	 223248	 224623	 224623	 -267	 0	 0	 
38	 222676	 224604	 224604	 -267	 0	 0	 
38.1	 222081	 224497	 224497	 -267	 0	 0	 
38.2	 221626	 224321	 224321	 -267	 0	 0	 
38.3	 221818	 224154	 224154	 -267	 0	 0	 
38.4	 222674	 224040	 224040	 -267	 0	 0	 
38.5	 223828	 224007	 224007	 -267	 0	 0	 
38.6	 225001	 224040	 224040	 -267	 0	 0	 
38.7	 225652	 224079	 224079	 -267	 0	 0	 
38.8	 225662	 224082	 224082	 -267	 0	 0	 
38.9	 225133	 224011	 224011	 -267	 0	 0	 
39	 224364	 223879	 223879	 -267	 0	 0	 
39.1	 223870	 223731	 223731	 -267	 0	 0	 
39.2	 223921	 223610	 223610	 -267	 0	 0	 
39.3	 224621	 223553	 223553	 -267	 0	 0	 
39.4	 225768	 223553	 223553	 -267	 0	 0	 
39.5	 226956	 223579	 223579	 -267	 0	 0	 
39.6	 227849	 223591	 223591	 -267	 0	 0	 
39.7	 228210	 223554	 223554	 -267	 0	 0	 
39.8	 227897	 223478	 223478	 -267	 0	 0	 
39.9	 227213	 223380	 223380	 -267	 0	 0	 
40	 226559	 223311	 223311	 -267	 0	 0	 
40.1	 226315	 223296	 223296	 -267	 0	 0	 
40.2	 226528	 223333	 223333	 -267	 0	 0	 
40.3	 227025	 223408	 223408	 -267	 0	 0	 
40.4	 227457	 223469	 223469	 -267	 0	 0	 
40.5	 227493	 222234	 222234	 -267	 0	 0	 
40.6	 227024	 222062	 222062	 -267	 0	 0	 
40.7	 226154	 221636	 221636	 -267	 0	 0	 
40.8	 225178	 221985	 221985	 -267	 0	 0	 
40.9	 224404	 222754	 222754	 -267	 0	 0	 
41	 224005	 223387	 223387	 -267	 0	 0	 
41.1	 223980	 223806	 223806	 -267	 0	 0	 
41.2	 224146	 223533	 223533	 -267	 0	 0	 
41.3	 224271	 222962	 222962	 -267	 0	 0	 
41.4	 224193	 222317	 222317	 -267	 0	 0	 
41.5	 223880	 221867	 221867	 -267	 0	 0	 
41.6	 223475	 221984	 221984	 -267	 0	 0	 
41.7	 223163	 222483	 222483	 -267	 0	 0	 
41.8	 223088	 223234	 223234	 -267	 0	 0	 
41.9	 223254	 223879	 223879	 -267	 0	 0	 
42	 223510	 224107	 224107	 -267	 0	 0	 
42.1	 223658	 223913	 223913	 -267	 0	 0	 
42.2	 223543	 223366	 223366	 -267	 0	 0	 
42.3	 223145	 222793	 222793	 -267	 0	 0	 
42.4	 222574	 222467	 222467	 -267	 0	 0	 
42.5	 222034	 222527	 222527	 -267	 0	 0	 
42.6	 221695	 222964	 222964	 -267	 0	 0	 
42.7	 221621	 223535	 223535	 -267	 0	 0	 
42.8	 221762	 223997	 223997	 -267	 0	 0	 
42.9	 221967	 224146	 224146	 -267	 0	 0	 
43	 222086	 223932	 223932	 -267	 0	 0	 
43.1	 219300	 223501	 223501	 -267	 0	 0	 
43.2	 218289	 223070	 223070	 -267	 0	 0	 
43.3	 218555	 222865	 222865	 -267	 0	 0	 
43.4	 220263	 222993	 222993	 -267	 0	 0	 
43.5	 221620	 223408	 223408	 -267	 0	 0	 
43.6	 222797	 223878	 223878	 -267	 0	 0	 
43.7	 223076	 224112	 224112	 -267	 0	 0	 
43.8	 222123	 223992	 223992	 -267	 0	 0	 
43.9	 220938	 223593	 223593	 -267	 0	 0	 
44	 219730	 223187	 223187	 -267	 0	 0	 
44.1	 219370	 223005	 223005	 -267	 0	 0	 
44.2	 219981	 223193	 223193	 -267	 0	 0	 
44.3	 221122	 223695	 223695	 -267	 0	 0	 
44.4	 222432	 224285	 224285	 -267	 0	 0	 
44.5	 223093	 224733	 224733	 -267	 0	 0	 
44.6	 222868	 224859	 224859	 -267	 0	 0	 
44.7	 221865	 224685	 224685	 -267	 0	 0	 
44.8	 220490	 224367	 224367	 -267	 0	 0	 
44.9	 219507	 224125	 224125	 -267	 0	 0	 
45	 219311	 224129	 224129	 -267	 0	 0	 
45.1	 220037	 224385	 224385	 -267	 0	 0	 
45.2	 221361	 224775	 224775	 -267	 0	 0	 
45.3	 222653	 225095	 225095	 -267	 0	 0	 
45.4	 223412	 225176	 225176	 -267	 0	 0	 
45.5	 223336	 224977	 224977	 -267	 0	 0	 
45.6	 222576	 224589	 224589	 -267	 0	 0	 
45.7	 221576	 224193	 224193	 -267	 0	 0	 
45.8	 220826	 223955	 223955	 -267	 0	 0	 
45.9	 220706	 223950	 223950	 -267	 0	 0	 
46	 221226	 224111	 224111	 -267	 0	 0	 
46.1	 222129	 224290	 224290	 -267	 0	 0	 
46.2	 222991	 224327	 224327	 -267	 0	 0	 
46.3	 223425	 223063	 223063	 -267	 0	 0	 
46.4	 223297	 222303	 222303	 -267	 0	 0	 
46.5	 222723	 221371	 221371	 -267	 0	 0	 
46.6	 222045	 221544	 221544	 -267	 0	 0	 
46.7	 221638	 222552	 222552	 -267	 0	 0	 
46.8	 221743	 223435	 223435	 -267	 0	 0	 
46.9	 222383	 224125	 224125	 -267	 0	 0	 
47	 223280	 223934	 223934	 -267	 0	 0	 
47.1	 223967	 223150	 223150	 -267	 0	 0	 
47.2	 224180	 222121	 222121	 -267	 0	 0	 
47.3	 223904	 221165	 221165	 -267	 0	 0	 
47.4	 223456	 220893	 220893	 -267	 0	 0	 
47.5	 223203	 221223	 221223	 -267	 0	 0	 
47.6	 223429	 222025	 222025	 -267	 0	 0	 
47.7	 224145	 222888	 222888	 -267	 0	 0	 
47.8	 225091	 223310	 223310	 -267	 0	 0	 
47.9	 225890	 223155	 223155	 -267	 0	 0	 
48	 226226	 222424	 222424	 -267	 0	 0	 
48.1	 226017	 221475	 221475	 -267	 0	 0	 
48.2	 225440	 220748	 220748	 -267	 0	 0	 
48.3	 224836	 220531	 220531	 -267	 0	 0	 
48.4	 224528	 220931	 220931	 -267	 0	 0	 
48.5	 224665	 221712	 221712	 -267	 0	 0	 
48.6	 225137	 222488	 222488	 -267	 0	 0	 
48.7	 225673	 222889	 222889	 -267	 0	 0	 
48.8	 225972	 222701	 222701	 -267	 0	 0	 
48.9	 225864	 222009	 222009	 -267	 0	 0	 
49	 225424	 221117	 221117	 -267	 0	 0	 
49.1	 224871	 220398	 220398	 -267	 0	 0	 
49.2	 224505	 220152	 220152	 -267	 0	 0	 
49.3	 224498	 220427	 220427	 -267	 0	 0	 
49.4	 224819	 221039	 221039	 -267	 0	 0	 
49.5	 225275	 221660	 221660	 -267	 0	 0	 
49.6	 225573	 221967	 221967	 -267	 0	 0	 
49.7	 225519	 221827	 221827	 -267	 0	 0	 
49.8	 225089	 221331	 221331	 -267	 0	 0	 
49.9	 224439	 220757	 220757	 -267	 0	 0	 
50	 223833	 220433	 220433	 -267	 0	 0	 
50.1	 223486	 220566	 220566	 -267	 0	 0	 
50.2	 223466	 221156	 221156	 -267	 0	 0	 
50.3	 223667	 221994	 221994	 -267	 0	 0	 
50.4	 223861	 222764	 222764	 -267	 0	 0	 
50.5	 223837	 223191	 223191	 -267	 0	 0	 
50.6	 223501	 223168	 223168	 -267	 0	 0	 
50.7	 222926	 222794	 222794	 -267	 0	 0	 
50.8	 222309	 222322	 222322	 -267	 0	 0	 
50.9	 221866	 222038	 222038	 -267	 0	 0	 
51	 220222	 222112	 222112	 -267	 0	 0	 
51.1	 219904	 222548	 222548	 -267	 0	 0	 
51.2	 219357	 223159	 223159	 -267	 0	 0	 
51.3	 219715	 223680	 223680	 -267	 0	 0	 
51.4	 220529	 223894	 223894	 -267	 0	 0	 
51.5	 220982	 223715	 223715	 -267	 0	 0	 
51.6	 221085	 223255	 223255	 -267	 0	 0	 
51.7	 220364	 222737	 222737	 -267	 0	 0	 
51.8	 219373	 222393	 222393	 -267	 0	 0	 
51.9	 218502	 222375	 222375	 -267	 0	 0	 
52	 218036	 222653	 222653	 -267	 0	 0	 
52.1	 218357	 223068	 223068	 -267	 0	 0	 
52.2	 219144	 223394	 223394	 -267	 0	 0	 
52.3	 220131	 223452	 223452	 -267	 0	 0	 
52.4	 220871	 223193	 223193	 -267	 0	 0	 
52.5	 221030	 222719	 222719	 -267	 0	 0	 
52.6	 220692	 222226	 222226	 -267	 0	 0	 
52.7	 220037	 221917	 221917	 -267	 0	 0	 
52.8	 219507	 221915	 221915	 -267	 0	 0	 
52.9	 219422	 222196	 222196	 -267	 0	 0	 
53	 219860	 222618	 222618	 -267	 0	 0	 
53.1	 220708	 222987	 222987	 -267	 0	 0	 
53.2	 221592	 223142	 223142	 -267	 0	 0	 
53.3	 222173	 223025	 223025	 -267	 0	 0	 
53.4	 222279	 222725	 222725	 -267	 0	 0	 
53.5	 221946	 222395	 222395	 -267	 0	 0	 
53.6	 221467	 222215	 222215	 -267	 0	 0	 
53.7	 221171	 222286	 222286	 -267	 0	 0	 
53.8	 221293	 222580	 222580	 -267	 0	 0	 
53.9	 221876	 222984	 222984	 -267	 0	 0	 
54	 222709	 223306	 223306	 -267	 0	 0	 
54.1	 223505	 223404	 223404	 -267	 0	 0	 
54.2	 223985	 223223	 223223	 -267	 0	 0	 
54.3	 224036	 222822	 222822	 -267	 0	 0	 
54.4	 223758	 222351	 222351	 -267	 0	 0	 
54.5	 223366	 221963	 221963	 -267	 0	 0	 
54.6	 223133	 221768	 221768	 -267	 0	 0	 
54.7	 223216	 221765	 221765	 -267	 0	 0	 
54.8	 223615	 221855	 221855	 -267	 0	 0	 
54.9	 224193	 221908	 221908	 -267	 0	 0	 
55	 224723	 221800	 221800	 -267	 0	 0	 
55.1	 225030	 221507	 221507	 -267	 0	 0	 
55.2	 224885	 221092	 221092	 -267	 0	 0	 
55.3	 224393	 220685	 220685	 -267	 0	 0	 
55.4	 223776	 220424	 220424	 -267	 0	 0	 
55.5	 223357	 220376	 220376	 -267	 0	 0	 
55.6	 223349	 220517	 220517	 -267	 0	 0	 
55.7	 223730	 220742	 220742	 -267	 0	 0	 
55.8	 224313	 220915	 220915	 -267	 0	 0	 
55.9	 224798	 220934	 220934	 -267	 0	 0	 
56	 224973	 220780	 220780	 -267	 0	 0	 
56.1	 224794	 220523	 220523	 -267	 0	 0	 
56.2	 224394	 220283	 220283	 -267	 0	 0	 
56.3	 224027	 220178	 220178	 -267	 0	 0	 
56.4	 223902	 220260	 220260	 -267	 0	 0	 
56.5	 224095	 220504	 220504	 -267	 0	 0	 
56.6	 224496	 220808	 220808	 -267	 0	 0	 
56.7	 224877	 221060	 221060	 -267	 0	 0	 
56.8	 225009	 221178	 221178	 -267	 0	 0	 
56.9	 224783	 221157	 221157	 -267	 0	 0	 
57	 224264	 221058	 221058	 -267	 0	 0	 
57.1	 223658	 220987	 220987	 -267	 0	 0	 
57.2	 223193	 221030	 221030	 -267	 0	 0	 
57.3	 223009	 221218	 221218	 -267	 0	 0	 
57.4	 223083	 221514	 221514	 -267	 0	 0	 
57.5	 223246	 221826	 221826	 -267	 0	 0	 
57.6	 223287	 222062	 222062	 -267	 0	 0	 
57.7	 223053	 222164	 222164	 -267	 0	 0	 
57.8	 222536	 222138	 222138	 -267	 0	 0	 
57.9	 219482	 222050	 222050	 -267	 0	 0	 
58	 218582	 221983	 221983	 -267	 0	 0	 
58.1	 217816	 222009	 222009	 -267	 0	 0	 
58.2	 218534	 222146	 222146	 -267	 0	 0	 
58.3	 219799	 222358	 222358	 -267	 0	 0	 
58.4	 220893	 222577	 222577	 -267	 0	 0	 
58.5	 221400	 222727	 222727	 -267	 0	 0	 
58.6	 220564	 222775	 222775	 -267	 0	 0	 
58.7	 219244	 222731	 222731	 -267	 0	 0	 
58.8	 217849	 222650	 222650	 -267	 0	 0	 
58.9	 217061	 222605	 222605	 -267	 0	 0	 
59	 217402	 222641	 222641	 -267	 0	 0	 
59.1	 218499	 222775	 222775	 -267	 0	 0	 
59.2	 220029	 222964	 222964	 -267	 0	 0	 
59.3	 221232	 223147	 223147	 -267	 0	 0	 
59.4	 221616	 223257	 223257	 -267	 0	 0	 
59.5	 221198	 223263	 223263	 -267	 0	 0	 
59.6	 220196	 223168	 223168	 -267	 0	 0	 
59.7	 219275	 223014	 223014	 -267	 0	 0	 
59.8	 218924	 222864	 222864	 -267	 0	 0	 
59.9	 219342	 222759	 222759	 -267	 0	 0	 
60	 220402	 222719	 222719	 -267	 0	 0	 
60.1	 221593	 222723	 222723	 -267	 0	 0	 
60.2	 222457	 222724	 222724	 -267	 0	 0	 
60.3	 222712	 222687	 222687	 -267	 0	 0	 
60.4	 222409	 222583	 222583	 -267	 0	 0	 
60.5	 221929	 222432	 222432	 -267	 0	 0	 
60.6	 221683	 222274	 222274	 -267	 0	 0	 
60.7	 221979	 222151	 222151	 -267	 0	 0	 
60.8	 222835	 222106	 222106	 -267	 0	 0	 
60.9	 223971	 222128	 222128	 -267	 0	 0	 
61	 225011	 222197	 222197	 -267	 0	 0	 
61.1	 225597	 222259	 222259	 -267	 0	 0	 
61.2	 225606	 222271	 222271	 -267	 0	 0	 
61.3	 225163	 222219	 222219	 -267	 0	 0	 
61.4	 224554	 222108	 222108	 -267	 0	 0	 
61.5	 224111	 221983	 221983	 -267	 0	 0	 
61.6	 224021	 221881	 221881	 -267	 0	 0	 
61.7	 224290	 221837	 221837	 -267	 0	 0	 
61.8	 224742	 221854	 221854	 -267	 0	 0	 
61.9	 224909	 221905	 221905	 -267	 0	 0	 
62	 224604	 221958	 221958	 -267	 0	 0	 
62.1	 223796	 221977	 221977	 -267	 0	 0	 
62.2	 222810	 221945	 221945	 -267	 0	 0	 
62.3	 222067	 221874	 221874	 -267	 0	 0	 
62.4	 221841	 221790	 221790	 -267	 0	 0	 
62.5	 222187	 221720	 221720	 -267	 0	 0	 
62.6	 222870	 221687	 221687	 -267	 0	 0	 
62.7	 223534	 221688	 221688	 -267	 0	 0	 
62.8	 223878	 221700	 221700	 -267	 0	 0	 
62.9	 223783	 221696	 221696	 -267	 0	 0	 
63	 223378	 221651	 221651	 -267	 0	 0	 
63.1	 222925	 221557	 221557	 -267	 0	 0	 
63.2	 222702	 221433	 221433	 -267	 0	 0	 
63.3	 222834	 221304	 221304	 -267	 0	 0	 
63.4	 223250	 221205	 221205	 -267	 0	 0	 
63.5	 223733	 221154	 221154	 -267	 0	 0	 
63.6	 224033	 221152	 221152	 -267	 0	 0	 
63.7	 224017	 221189	 221189	 -267	 0	 0	 
63.8	 223718	 221235	 221235	 -267	 0	 0	 
63.9	 223327	 221283	 221283	 -267	 0	 0	 
64	 223072	 221324	 221324	 -267	 0	 0	 
64.1	 223096	 221368	 221368	 -267	 0	 0	 
64.2	 223392	 221435	 221435	 -267	 0	 0	 
64.3	 221944	 221542	 221542	 -267	 0	 0	 
64.4	 221659	 221690	 221690	 -267	 0	 0	 
64.5	 221909	 221874	 221874	 -267	 0	 0	 
64.6	 222831	 222069	 222069	 -267	 0	 0	 
64.7	 223372	 222247	 222247	 -267	 0	 0	 
64.8	 223720	 222394	 222394	 -267	 0	 0	 
64.9	 223594	 222500	 222500	 -267	 0	 0	 
65	 222810	 222576	 222576	 -267	 0	 0	 
65.1	 222039	 222632	 222632	 -267	 0	 0	 
65.2	 221349	 222686	 222686	 -267	 0	 0	 
65.3	 221177	 222741	 222741	 -267	 0	 0	 
65.4	 221547	 222789	 222789	 -267	 0	 0	 
65.5	 222136	 222825	 222825	 -267	 0	 0	 
65.6	 222760	 222829	 222829	 -267	 0	 0	 
65.7	 222975	 222803	 222803	 -267	 0	 0	 
65.8	 222708	 222750	 222750	 -267	 0	 0	 
65.9	 222067	 222686	 222686	 -267	 0	 0	 
66	 221292	 222636	 222636	 -267	 0	 0	 
66.1	 220788	 222604	 222604	 -267	 0	 0	 
66.2	 220736	 222602	 222602	 -267	 0	 0	 
66.3	 221159	 222611	 222611	 -267	 0	 0	 
66.4	 221858	 222620	 222620	 -267	 0	 0	 
66.5	 222479	 222610	 222610	 -267	 0	 0	 
66.6	 222782	 222569	 222569	 -267	 0	 0	 
66.7	 222654	 222510	 222510	 -267	 0	 0	 
66.8	 222214	 222440	 222440	 -267	 0	 0	 
66.9	 221737	 222383	 222383	 -267	 0	 0	 
67	 221485	 222360	 222360	 -267	 0	 0	 
67.1	 221608	 222365	 222365	 -267	 0	 0	 
67.2	 222066	 222404	 222404	 -267	 0	 0	 
67.3	 222645	 222452	 222452	 -267	 0	 0	 
67.4	 223083	 222495	 222495	 -267	 0	 0	 
67.5	 223177	 222528	 222528	 -267	 0	 0	 
67.6	 222881	 222543	 222543	 -267	 0	 0	 
67.7	 222328	 222558	 222558	 -267	 0	 0	 
67.8	 221751	 222579	 222579	 -267	 0	 0	 
67.9	 221396	 222619	 222619	 -267	 0	 0	 
68	 221391	 222671	 222671	 -267	 0	 0	 
68.1	 221716	 222725	 222725	 -267	 0	 0	 
68.2	 222211	 222764	 222764	 -267	 0	 0	 
68.3	 222650	 222771	 222771	 -267	 0	 0	 
68.4	 222847	 222734	 222734	 -267	 0	 0	 
68.5	 222750	 222666	 222666	 -267	 0	 0	 
68.6	 222427	 222569	 222569	 -267	 0	 0	 
68.7	 222075	 222471	 222471	 -267	 0	 0	 
68.8	 221887	 222383	 222383	 -267	 0	 0	 
68.9	 221984	 222312	 222312	 -267	 0	 0	 
69	 222359	 222266	 222266	 -267	 0	 0	 
69.1	 222856	 222221	 222221	 -267	 0	 0	 
69.2	 223292	 222182	 222182	 -267	 0	 0	 
69.3	 223491	 222131	 222131	 -267	 0	 0	 
69.4	 223402	 222071	 222071	 -267	 0	 0	 
69.5	 223108	 222014	 222014	 -267	 0	 0	 
69.6	 222770	 221967	 221967	 -267	 0	 0	 
69.7	 222576	 221946	 221946	 -267	 0	 0	 
69.8	 222630	 221954	 221954	 -267	 0	 0	 
69.9	 222925	 221991	 221991	 -267	 0	 0	 
70	 223338	 222047	 222047	 -267	 0	 0	 
70.1	 223697	 222117	 222117	 -267	 0	 0	 
70.2	 223854	 222191	 222191	 -267	 0	 0	 
70.3	 223754	 222267	 222267	 -267	 0	 0	 
70.4	 223457	 222344	 222344	 -267	 0	 0	 
70.5	 223099	 222424	 222424	 -267	 0	 0	 
70.6	 222841	 222510	 222510	 -267	 0	 0	 
70.7	 222772	 222594	 222594	 -267	 0	 0	 
70.8	 222897	 222674	 222674	 -267	 0	 0	 
70.9	 223122	 222744	 222744	 -267	 0	 0	 
71	 223301	 222796	 222796	 -267	 0	 0	 
71.1	 223326	 222836	 222836	 -267	 0	 0	 
71.2	 223149	 222860	 222860	 -267	 0	 0	 
71.3	 222832	 222874	 222874	 -267	 0	 0	 
